"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975126
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975127
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975128
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.5,-68.95,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975129
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975142
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975143
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975151
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1975152
"Myrsine coriacea","whole plant growth form","tree",NA,NA,0.883333,-78.1667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",1975604
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",1975984
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1976342
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.089,-53.788,NA,NA,"Mauricio Bonifacino",NA,"public",1977012
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1979071
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1979072
"Myrsine umbellata","whole plant growth form","tree",NA,NA,-24.136,-47.864,NA,NA,"James S. MIller",NA,"public",1979752
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-12.4286,-69.2751,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",1980123
"Myrsine coriacea","whole plant growth form","tree",NA,NA,-34.076,-53.755,NA,NA,"Mauricio Bonifacino",NA,"public",1980787
"Guapira opposita","whole plant growth form","tree",NA,NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",1982200
"Guapira opposita","whole plant growth form","tree",NA,NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",1982201
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1982323
"Guarea macrophylla","whole plant growth form","tree",NA,NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",1982324
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1993545
"Endlicheria paniculata","whole plant height","4","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",1997849
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2009244
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2009346
"Guarea macrophylla","whole plant height","8","m",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",2028694
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2028710
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2044751
"Guarea macrophylla","whole plant height","6","m",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",2081022
"Guapira opposita","whole plant height","9.9","m",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",2081040
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",2133456
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2142015
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2142073
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2159206
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2171633
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2171677
"Guarea macrophylla","whole plant height","6","m",NA,-14.3489,-61.1608,NA,NA,"Tim Killeen",NA,"public",2175843
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2184032
"Endlicheria paniculata","whole plant height","9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2192397
"Guapira opposita","whole plant height","9.9","m",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",2192742
"Endlicheria paniculata","whole plant height","8","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2202911
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",2202934
"Guarea macrophylla","whole plant height","20","m",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",2211490
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2220062
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2228747
"Guarea macrophylla","whole plant height","9","m",NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",2290138
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2297245
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2298723
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2314790
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2323532
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2377628
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2384737
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2393516
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2437175
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2437842
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2447316
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2454527
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2455299
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",2489393
"Guarea macrophylla","whole plant height","7","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2507875
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2525297
"Guapira opposita","whole plant height","9.9","m",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",2525310
"Guarea macrophylla","whole plant height","7","m",NA,-14.9408,-61.1331,NA,NA,"Tim Killeen",NA,"public",2551203
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2558836
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",2568669
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2576166
"Guarea macrophylla","whole plant height","8","m",NA,-14.9167,-67.0833,NA,NA,"Tim Killeen",NA,"public",2586169
"Guarea macrophylla","whole plant height","8","m",NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",2593924
"Endlicheria paniculata","whole plant height","8","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2611557
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2612442
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5675,-60.7478,NA,NA,"Tim Killeen",NA,"public",2664905
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2682332
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2682398
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6442,-60.8919,NA,NA,"Tim Killeen",NA,"public",2699845
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2699901
"Endlicheria paniculata","whole plant height","6","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2708563
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2751147
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2759134
"Guarea macrophylla","whole plant height","15","m",NA,-14.9167,-67.0833,NA,NA,"Tim Killeen",NA,"public",2769582
"Endlicheria paniculata","whole plant height","8","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2847192
"Guarea macrophylla","whole plant height","20","m",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",2874161
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2881652
"Endlicheria paniculata","whole plant height","8","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",2900302
"Guapira opposita","whole plant height","9.9","m",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",2917625
"Guarea macrophylla","whole plant height","8","m",NA,-14.9167,-67.0833,NA,NA,"Tim Killeen",NA,"public",2925153
"Guarea macrophylla","whole plant height","9","m",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",2943175
"Myrsine umbellata","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",2959832
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.7111,-61.1542,NA,NA,"Tim Killeen",NA,"public",3013894
"Endlicheria paniculata","whole plant height","9.9","m",NA,-13.6428,-60.8919,NA,NA,"Tim Killeen",NA,"public",3047289
"Guarea macrophylla","whole plant height","9.9","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",3065156
"Guarea macrophylla","whole plant height","6","m",NA,-14.5608,-60.7486,NA,NA,"Tim Killeen",NA,"public",3099604
"Guapira opposita","whole plant height","9.9","m",NA,-13.8858,-60.0667,NA,NA,"Tim Killeen",NA,"public",3101009
"Guarea macrophylla","leaf area","13491","mm2","Average leaf size, measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3120232
"Guarea macrophylla","leaf nitrogen content per leaf dry mass","28","mg.g-1","Average leaf nitrogen content measured from shade-grown whole leaves or leaflets, reported on a mass basis",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3123347
"Guarea macrophylla","leaf area per leaf dry mass","21.169","m2.kg-1","Average specific leaf area measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3123348
"Guarea macrophylla","leaf thickness","0.22","mm","We measured maximum leaf thickness with a micrometer (SM112; Teclock, Okayashi, Japan). We measured leaf thickness of the lamina halfway between the midrib and the leaf margin. Results were log10-transformed prior to analysis.",9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.69ph0","Kraft TS","thomas.s.kraft@dartmouth.edu","public",3159022
"Guarea macrophylla","leaf area","9491","mm2","Average leaf size, measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3165383
"Guarea macrophylla","leaf area","4219","mm2","Average leaf size, measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3168129
"Guarea macrophylla","leaf nitrogen content per leaf dry mass","28.8","mg.g-1","Average leaf nitrogen content measured from shade-grown whole leaves or leaflets, reported on a mass basis",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3205133
"Guarea macrophylla","leaf area per leaf dry mass","17.253","m2.kg-1","Average specific leaf area measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3205147
"Guarea macrophylla","seed length","11.4","mm",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.69ph0","Kraft TS","thomas.s.kraft@dartmouth.edu","public",3393255
"Guarea macrophylla","Leaf lamina fracture toughness","669","J.m-2","Leaf fracture toughness was measured with a pair of scissors (Dovo, Germany) to control and direct crack growth (Lucas & Pereira 1990). The scissors, with an included angle of 55° and a radius of curvature (sharpness) of 1.6 µm, were mounted on a portable universal testing machine (Darvell et al. 1996). We fractured leaves in a transverse cut perpendicular to the midrib. This method, described by Lucas et al. (2001), allows the toughness of individual anatomical features, such as the secondary veins and lamina, to be calculated from a single scissors pass.",9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.69ph0","Kraft TS","thomas.s.kraft@dartmouth.edu","public",3393804
"Guarea macrophylla","leaf nitrogen content per leaf dry mass","33.4","mg.g-1","Average leaf nitrogen content measured from shade-grown whole leaves or leaflets, reported on a mass basis",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3441100
"Guarea macrophylla","leaf area per leaf dry mass","18.883","m2.kg-1","Average specific leaf area measured from shade-grown whole leaves or leaflets",-0.6833333,-76.03333,NA,"doi:10.1890/09-1672.1","Nathan Kraft","nkraft@biodiversity.ubc.ca","public",3456682
"Anemia phyllitidis","leaf area","11306.3","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-2.919,-40.17,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823711
"Anemia phyllitidis","leaf area","1101.7","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-2.919,-40.17,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823712
"Anemia phyllitidis","leaf area","686","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-2.919,-40.17,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823714
"Anemia phyllitidis","leaf area","849.2","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-22.852,-43.322,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823734
"Anemia phyllitidis","leaf area","871.6","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-22.852,-43.322,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823735
"Anemia phyllitidis","leaf area","905.9","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-22.852,-43.322,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3823736
"Anemia phyllitidis","leaf area","638","mm2","Ferns were digitally photographed and digitally processed using Adobe Photoshop (Adobe Systems, San Jose, California, USA).  All measurements were made ImageJ (http://rsbweb.nih.gov/ij/).  Measurements of leaf area and petiole width were made following the protocols of Royer et al. (2007).",-2.919,-40.17,NA,"http://datadryad.org/resource/doi:10.5061/dryad.528td","Peppe DJ","Daniel_Peppe@baylor.edu","public",3825381
"Guarea macrophylla","diameter at breast height (1.3 m)","15.7","cm",NA,-11.8870005,-71.3978222,NA,NA,"Patricia Alvarez-Loayza",NA,"public",4731126
"Guarea macrophylla","diameter at breast height (1.3 m)","22","cm",NA,-11.965529,-71.2692159,NA,NA,"Patricia Alvarez-Loayza",NA,"public",4759390
"Guarea macrophylla","diameter at breast height (1.3 m)","24.8","cm",NA,-11.965529,-71.2692159,NA,NA,"Patricia Alvarez-Loayza",NA,"public",4759927
"Guarea macrophylla","diameter at breast height (1.3 m)","13.3","cm",NA,-11.965529,-71.2692159,NA,NA,"Patricia Alvarez-Loayza",NA,"public",4794890
"Guarea macrophylla","diameter at breast height (1.3 m)","14.5","cm",NA,-11.8784896,-71.4086283,NA,NA,"Patricia Alvarez-Loayza",NA,"public",5213833
"Myrsine coriacea","diameter at breast height (1.3 m)","14.4","cm",NA,10.1823432219,-84.1068322137,NA,NA,"VG-VB-9",NA,"public",5214199
"Myrsine coriacea","diameter at breast height (1.3 m)","3.556","cm",NA,18.330155,-66.445676,NA,NA,"Greg Reams",NA,"public",5310754
"Myrsine coriacea","diameter at breast height (1.3 m)","10.4","cm",NA,10.1823432219,-84.1068322137,NA,NA,"VG-VB-9",NA,"public",5437994
